score,criteriaScore,programmingLanguage,creationTime,codingamer.userId,pseudo,codingamer.countryId,codingamer.avatar,#optim|count=10|time=2025-08-07T04:35:42
100.0,89819.0,C#,1752411773349,1436049,Anoyakh,FR,147628228280240,
100.0,90177.0,C#,1754229458074,1620599,PROG_r_A_m_MER,NL,143827907446897,
100.0,106062.0,C#,1753294906171,5950894,vincent_5,FR,148323163289944,
100.0,121292.0,C#,1743532918295,4537924,ArtesScytale,BE,121331549433012,
100.0,122155.0,C#,1732543425658,828239,[SG]Sebastien,FR,3777247629960,
100.0,122864.0,C#,1728615707638,1411407,maxaon,VN,9052832020599,
100.0,169509.0,C#,1728631946403,1378958,Illedan,NO,16222515698472,
100.0,216412.0,C#,1726416345465,4213251,FrancisTafe,FR,,
100.0,550762.0,C#,1738981011389,1205995,KarlH,US,,
100.0,550762.0,C#,1744573322688,4605393,Emanuele.Fasano,IT,73508624038382,
